Player,Season,Nationality,Pos,Position,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,xA,A-xAG,KP,1/3,PPA,CrsPA,Live,Dead,TB,Sw,Crs,TI,CK,In,Out,Str,Off,Blocks,SCA,SCA90,PassLive,PassDead,TO,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Tkl,TklW,Def_3rd,Mid_3rd,Att_3rd,Tkl.1,Tkl%,Lost,Pass,Int,Tkl+Int,Clr,Err,Touches,Def_Pen,Att_Pen,Succ,Succ%,Tkld,Tkld%,Carries,CPA,Mis,Dis,Rec,MarketValueEuro,Current club
Mario Martín,2223,Spain,MF,Defensive Midfield,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250000.0,Real Madrid CF
Mario Martín,2324,Spain,MF,Defensive Midfield,19,2,0,18.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,,0.0,0.0,12.0,15.0,80.0,175.0,42.0,5.0,5.0,100.0,6.0,9.0,66.7,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,2.0,3.0,3.0,75.0,1.0,1.0,0.0,5.0,0.0,0.0,25.0,2.0,0.0,0.0,,0.0,,12.0,0.0,2.0,0.0,15.0,300000.0,Real Madrid CF
Mario de Luis,2223,Spain,GK,Goalkeeper,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500000.0,Real Madrid CF
Mario de Luis,2324,Spain,GK,Goalkeeper,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400000.0,Real Madrid CF
Nicolás Paz,2223,Argentina,MF,Attacking Midfield,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000000.0,Real Madrid CF
Nicolás Paz,2324,Argentina,"MF,FW",Attacking Midfield,18,4,0,23.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,3.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.31,0.31,0.31,2.0,0.0,0.0,7.83,0.0,0.0,,26.2,0.0,0.04,-0.1,-0.1,18.0,24.0,75.0,234.0,92.0,9.0,12.0,75.0,6.0,7.0,85.7,1.0,2.0,50.0,0.0,0.0,0.0,3.0,1.0,0.0,23.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.91,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,1.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,2.0,100.0,21.0,0.0,0.0,0.0,21.0,10000000.0,Real Madrid CF
Raúl Asencio,2425,Spain,DF,Centre-Back,21,23,18,1670.0,18.6,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.6,0.7,5.0,27.0,4.0,0.0,0.05,0.05,0.0,0.05,0.01,0.03,0.04,0.01,0.04,3.0,1.0,33.3,0.16,0.05,0.0,0.0,21.4,0.0,0.04,-0.1,-0.1,927.0,988.0,93.8,15881.0,5389.0,414.0,429.0,96.5,443.0,460.0,96.3,57.0,82.0,69.5,0.4,0.4,6.0,47.0,3.0,0.0,926.0,61.0,1.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,2.0,12.0,0.65,11.0,0.0,1.0,0.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,22.0,16.0,18.0,4.0,0.0,10.0,76.9,3.0,5.0,16.0,38.0,88.0,2.0,1149.0,156.0,11.0,6.0,66.7,0.0,0.0,720.0,1.0,5.0,6.0,807.0,40000000.0,Real Madrid CF
Rodrygo,2223,Brazil,"FW,MF",Right Winger,21,34,25,2379.0,26.4,9.0,8.0,17.0,8.0,1.0,1.0,4.0,0.0,13.7,12.9,7.0,19.9,146.0,81.0,268.0,0.34,0.3,0.64,0.3,0.61,0.52,0.26,0.78,0.49,0.75,97.0,31.0,32.0,3.67,1.17,0.08,0.26,16.6,8.0,0.13,-4.7,-4.9,918.0,1050.0,87.4,10744.0,2092.0,650.0,702.0,92.6,162.0,188.0,86.2,33.0,43.0,76.7,6.2,1.0,47.0,63.0,28.0,3.0,991.0,51.0,2.0,6.0,22.0,9.0,18.0,3.0,2.0,0.0,8.0,24.0,133.0,5.03,78.0,5.0,25.0,15.0,1.0,21.0,0.79,12.0,0.0,6.0,0.0,3.0,0.0,17.0,10.0,3.0,7.0,7.0,4.0,17.4,19.0,23.0,8.0,25.0,5.0,0.0,1399.0,3.0,204.0,81.0,47.9,68.0,40.2,1035.0,79.0,64.0,30.0,1198.0,100000000.0,Real Madrid CF
Rodrygo,2324,Brazil,FW,Right Winger,22,34,28,2380.0,26.4,10.0,5.0,15.0,10.0,0.0,1.0,2.0,0.0,11.7,10.9,4.0,14.9,159.0,90.0,301.0,0.38,0.19,0.57,0.38,0.57,0.44,0.15,0.59,0.41,0.56,86.0,35.0,40.7,3.25,1.32,0.12,0.29,15.2,4.0,0.13,-1.7,-0.9,883.0,1007.0,87.7,10417.0,1882.0,639.0,683.0,93.6,166.0,202.0,82.2,19.0,33.0,57.6,4.2,1.0,46.0,42.0,44.0,4.0,961.0,42.0,3.0,1.0,32.0,10.0,13.0,1.0,6.0,0.0,4.0,17.0,111.0,4.2,71.0,5.0,22.0,5.0,2.0,14.0,0.53,7.0,0.0,5.0,1.0,0.0,1.0,16.0,15.0,2.0,9.0,5.0,5.0,26.3,14.0,14.0,8.0,24.0,6.0,0.0,1352.0,3.0,206.0,60.0,40.8,68.0,46.3,1002.0,84.0,72.0,30.0,1145.0,110000000.0,Real Madrid CF
Rodrygo,2425,Brazil,"FW,MF",Right Winger,23,30,22,1928.0,21.4,6.0,5.0,11.0,6.0,0.0,0.0,0.0,0.0,4.0,3.9,3.0,6.9,113.0,108.0,253.0,0.28,0.23,0.51,0.28,0.51,0.19,0.14,0.33,0.18,0.32,54.0,20.0,37.0,2.52,0.93,0.11,0.3,16.4,3.0,0.07,2.0,2.1,939.0,1093.0,85.9,12276.0,3000.0,619.0,652.0,94.9,234.0,272.0,86.0,35.0,85.0,41.2,4.2,2.0,49.0,66.0,26.0,2.0,986.0,102.0,1.0,3.0,81.0,17.0,57.0,24.0,22.0,0.0,5.0,15.0,106.0,4.95,66.0,18.0,13.0,5.0,1.0,9.0,0.42,7.0,0.0,1.0,0.0,1.0,0.0,21.0,14.0,14.0,5.0,2.0,7.0,30.4,16.0,17.0,11.0,32.0,9.0,0.0,1340.0,14.0,127.0,49.0,44.1,46.0,41.4,889.0,50.0,47.0,15.0,1068.0,90000000.0,Real Madrid CF
Sergio Arribas,2223,Spain,"MF,FW",Attacking Midfield,20,2,0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.14,0.88,0.74,0.88,1.0,0.0,0.0,4.74,0.0,0.0,,16.3,0.0,0.16,-0.2,-0.2,9.0,11.0,81.8,131.0,35.0,6.0,6.0,100.0,3.0,5.0,60.0,0.0,0.0,,0.0,0.0,1.0,1.0,1.0,0.0,9.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,14.21,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,13.0,1.0,1.0,0.0,,0.0,,4.0,0.0,0.0,0.0,8.0,5000000.0,Real Madrid CF
Theo Zidane,2324,France,MF,Central Midfield,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300000.0,Real Madrid CF
Thibaut Courtois,2223,Belgium,GK,Goalkeeper,30,31,31,2790.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0,,0.0,0.0,,,,0.0,,0.0,0.0,980.0,1136.0,86.3,23008.0,14737.0,219.0,220.0,99.5,560.0,567.0,98.8,196.0,341.0,57.5,0.0,-0.4,2.0,6.0,1.0,0.0,942.0,192.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,0.16,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,100.0,0.0,0.0,3.0,4.0,7.0,1.0,1209.0,1020.0,0.0,2.0,100.0,0.0,0.0,824.0,0.0,2.0,0.0,704.0,45000000.0,Real Madrid CF
Thibaut Courtois,2324,Belgium,GK,Goalkeeper,31,4,4,332.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,0.0,0.0,,0.0,0.0,,,,0.0,,0.0,0.0,113.0,123.0,91.9,2675.0,1889.0,25.0,25.0,100.0,63.0,63.0,100.0,24.0,34.0,70.6,0.0,-0.1,1.0,1.0,0.0,0.0,103.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,135.0,119.0,0.0,0.0,,0.0,,87.0,0.0,0.0,0.0,70.0,28000000.0,Real Madrid CF
Thibaut Courtois,2425,Belgium,GK,Goalkeeper,32,30,30,2700.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,,0.0,0.0,848.0,1020.0,83.1,20000.0,12835.0,163.0,164.0,99.4,526.0,530.0,99.2,158.0,324.0,48.8,0.0,-0.1,1.0,4.0,0.0,0.0,841.0,178.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.13,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,15.0,1.0,1088.0,960.0,0.0,0.0,0.0,1.0,100.0,659.0,0.0,0.0,0.0,650.0,20000000.0,Real Madrid CF
Toni Kroos,2223,Germany,MF,Central Midfield,32,30,25,2155.0,23.9,2.0,4.0,6.0,2.0,0.0,0.0,2.0,1.0,1.4,1.4,4.4,5.9,51.0,319.0,38.0,0.08,0.17,0.25,0.08,0.25,0.06,0.19,0.24,0.06,0.24,31.0,11.0,35.5,1.29,0.46,0.06,0.18,25.4,5.0,0.05,0.6,0.6,2255.0,2482.0,90.9,42174.0,15247.0,991.0,1022.0,97.0,907.0,964.0,94.1,314.0,419.0,74.9,5.5,-0.4,55.0,372.0,26.0,7.0,2246.0,223.0,4.0,41.0,122.0,15.0,84.0,27.0,30.0,1.0,13.0,12.0,103.0,4.3,64.0,33.0,0.0,2.0,1.0,6.0,0.25,5.0,1.0,0.0,0.0,0.0,0.0,51.0,32.0,16.0,33.0,2.0,23.0,33.3,46.0,19.0,24.0,75.0,11.0,0.0,2633.0,58.0,18.0,9.0,34.6,10.0,38.5,1796.0,3.0,10.0,12.0,2106.0,15000000.0,Real Madrid CF
Toni Kroos,2324,Germany,MF,Central Midfield,33,33,24,2124.0,23.6,1.0,8.0,9.0,1.0,0.0,0.0,3.0,0.0,1.6,1.6,4.9,6.5,32.0,290.0,29.0,0.04,0.34,0.38,0.04,0.38,0.07,0.21,0.28,0.07,0.28,35.0,13.0,37.1,1.48,0.55,0.03,0.08,25.2,10.0,0.05,-0.6,-0.6,2291.0,2505.0,91.5,42164.0,15443.0,1087.0,1121.0,97.0,828.0,881.0,94.0,333.0,438.0,76.0,5.9,3.1,62.0,327.0,23.0,5.0,2260.0,239.0,6.0,53.0,118.0,13.0,89.0,32.0,34.0,0.0,6.0,13.0,100.0,4.24,61.0,34.0,0.0,1.0,0.0,11.0,0.47,6.0,5.0,0.0,0.0,0.0,0.0,53.0,34.0,19.0,25.0,9.0,24.0,40.7,35.0,18.0,17.0,70.0,11.0,1.0,2656.0,58.0,13.0,5.0,62.5,3.0,37.5,1758.0,1.0,8.0,6.0,2128.0,10000000.0,Real Madrid CF
Vinicius Júnior,2223,Brazil,FW,Left Winger,22,33,32,2823.0,31.4,10.0,9.0,19.0,10.0,0.0,0.0,10.0,1.0,10.5,10.5,9.4,19.9,221.0,87.0,495.0,0.32,0.29,0.61,0.32,0.61,0.34,0.3,0.63,0.34,0.63,77.0,36.0,46.8,2.45,1.15,0.13,0.28,16.2,0.0,0.14,-0.5,-0.5,883.0,1153.0,76.6,11725.0,2422.0,581.0,665.0,87.4,204.0,262.0,77.9,44.0,74.0,59.5,8.8,-0.4,64.0,30.0,45.0,2.0,1107.0,41.0,5.0,10.0,64.0,24.0,7.0,0.0,0.0,0.0,5.0,61.0,161.0,5.13,103.0,2.0,27.0,17.0,1.0,21.0,0.67,12.0,0.0,4.0,4.0,0.0,1.0,30.0,21.0,10.0,12.0,8.0,14.0,35.9,25.0,23.0,6.0,36.0,1.0,0.0,1708.0,3.0,260.0,112.0,36.6,153.0,50.0,1357.0,140.0,103.0,61.0,1460.0,150000000.0,Real Madrid CF
Vinicius Júnior,2324,Brazil,FW,Left Winger,23,26,22,1864.0,20.7,15.0,5.0,20.0,14.0,1.0,1.0,7.0,0.0,13.1,12.3,4.2,16.6,137.0,57.0,277.0,0.72,0.24,0.97,0.68,0.92,0.63,0.21,0.84,0.59,0.8,77.0,38.0,49.4,3.72,1.83,0.18,0.37,14.6,0.0,0.16,1.9,1.7,499.0,690.0,72.3,7273.0,1443.0,312.0,370.0,84.3,115.0,171.0,67.3,43.0,76.0,56.6,4.4,0.8,30.0,37.0,20.0,2.0,663.0,22.0,10.0,22.0,56.0,7.0,5.0,0.0,0.0,0.0,5.0,34.0,79.0,3.81,43.0,1.0,19.0,6.0,2.0,10.0,0.48,5.0,0.0,1.0,3.0,0.0,1.0,18.0,13.0,5.0,5.0,8.0,3.0,25.0,9.0,13.0,1.0,19.0,3.0,2.0,1058.0,2.0,193.0,65.0,36.9,95.0,54.0,797.0,88.0,71.0,40.0,888.0,180000000.0,Real Madrid CF
Vinicius Júnior,2425,Brazil,FW,Left Winger,24,30,24,2253.0,25.0,11.0,8.0,19.0,9.0,2.0,3.0,8.0,1.0,10.4,8.2,8.0,16.2,169.0,85.0,256.0,0.44,0.32,0.76,0.36,0.68,0.41,0.32,0.73,0.33,0.65,78.0,24.0,30.8,3.12,0.96,0.12,0.38,17.5,0.0,0.11,0.6,0.8,673.0,901.0,74.7,10433.0,2523.0,383.0,462.0,82.9,196.0,250.0,78.4,62.0,96.0,64.6,7.0,0.0,58.0,53.0,36.0,6.0,862.0,29.0,15.0,16.0,56.0,10.0,8.0,0.0,0.0,0.0,10.0,45.0,135.0,5.39,80.0,1.0,29.0,11.0,3.0,18.0,0.72,11.0,0.0,5.0,0.0,2.0,0.0,21.0,10.0,7.0,4.0,10.0,5.0,27.8,13.0,9.0,3.0,24.0,1.0,2.0,1264.0,4.0,199.0,82.0,42.9,95.0,49.7,952.0,106.0,72.0,49.0,1059.0,170000000.0,Real Madrid CF
Vinicius Tobias,2324,Brazil,DF,Right-Back,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000000.0,Real Madrid CF
Álvaro Odriozola,2223,Spain,DF,Right-Back,26,3,0,39.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.5,4.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.56,0.66,1.22,0.56,1.22,1.0,0.0,0.0,2.31,0.0,0.0,,13.7,0.0,0.24,-0.2,-0.2,27.0,28.0,96.4,376.0,108.0,19.0,20.0,95.0,7.0,7.0,100.0,1.0,1.0,100.0,0.1,-0.3,2.0,1.0,1.0,1.0,25.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.92,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,2.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,25.0,5000000.0,Real Madrid CF
Álvaro Odriozola,2324,Spain,DF,Right-Back,27,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500000.0,Real Madrid CF
Álvaro Rodríguez,2223,Uruguay,FW,Centre-Forward,18,6,0,79.0,0.9,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.5,0.0,1.0,3.0,1.14,1.14,2.28,1.14,2.28,0.28,0.33,0.6,0.28,0.6,2.0,1.0,50.0,2.28,1.14,0.5,1.0,8.0,0.0,0.12,0.8,0.8,9.0,12.0,75.0,127.0,22.0,5.0,6.0,83.3,4.0,6.0,66.7,0.0,0.0,,0.1,0.7,1.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.13,1.0,0.0,0.0,0.0,0.0,1.0,1.13,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,2.0,1.0,0.0,23.0,1.0,4.0,0.0,,0.0,,17.0,0.0,5.0,3.0,17.0,6000000.0,Real Madrid CF
Álvaro Rodríguez,2324,Uruguay,FW,Centre-Forward,19,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,2.0,100.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,3500000.0,Real Madrid CF
Éder Militão,2223,Brazil,DF,Centre-Back,24,33,30,2703.0,30.0,5.0,0.0,5.0,5.0,0.0,0.0,4.0,0.0,2.4,2.4,0.6,2.9,28.0,98.0,16.0,0.17,0.0,0.17,0.17,0.17,0.08,0.02,0.1,0.08,0.1,22.0,8.0,36.4,0.73,0.27,0.23,0.63,13.8,0.0,0.11,2.6,2.6,1660.0,1881.0,88.3,31882.0,10563.0,648.0,691.0,93.8,794.0,862.0,92.1,188.0,273.0,68.9,0.8,-0.6,6.0,138.0,5.0,1.0,1756.0,123.0,2.0,40.0,12.0,25.0,0.0,0.0,0.0,0.0,2.0,20.0,22.0,0.73,19.0,2.0,0.0,1.0,0.0,4.0,0.13,3.0,0.0,0.0,0.0,1.0,0.0,46.0,32.0,25.0,18.0,3.0,26.0,78.8,7.0,28.0,42.0,88.0,104.0,2.0,2216.0,314.0,31.0,11.0,57.9,6.0,31.6,1378.0,1.0,16.0,6.0,1505.0,70000000.0,Real Madrid CF
Éder Militão,2324,Brazil,DF,Centre-Back,25,10,6,496.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,7.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,2.0,2.0,100.0,0.36,0.36,0.0,0.0,22.4,0.0,0.06,-0.1,-0.1,297.0,329.0,90.3,5567.0,1956.0,110.0,114.0,96.5,156.0,165.0,94.5,28.0,40.0,70.0,0.0,0.0,0.0,13.0,0.0,0.0,308.0,20.0,0.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.36,2.0,0.0,0.0,0.0,0.0,1.0,0.18,1.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,4.0,3.0,0.0,6.0,66.7,3.0,1.0,4.0,11.0,19.0,1.0,376.0,61.0,3.0,0.0,0.0,0.0,0.0,244.0,0.0,3.0,1.0,274.0,60000000.0,Real Madrid CF
Éder Militão,2425,Brazil,DF,Centre-Back,26,12,11,938.0,10.4,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.6,0.6,0.5,1.1,7.0,46.0,1.0,0.1,0.1,0.19,0.1,0.19,0.06,0.05,0.11,0.06,0.11,10.0,3.0,30.0,0.96,0.29,0.1,0.33,17.3,0.0,0.06,0.4,0.4,636.0,712.0,89.3,13095.0,4633.0,189.0,201.0,94.0,372.0,394.0,94.4,72.0,110.0,65.5,0.2,0.5,6.0,56.0,3.0,0.0,676.0,34.0,0.0,15.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,12.0,1.15,9.0,0.0,0.0,0.0,1.0,1.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,19.0,17.0,14.0,5.0,0.0,7.0,58.3,5.0,5.0,12.0,31.0,35.0,0.0,819.0,92.0,13.0,5.0,62.5,3.0,37.5,533.0,0.0,6.0,3.0,603.0,30000000.0,Real Madrid CF
Abde Ezzalzouli,2324,Morocco,FW,Left Winger,21,26,6,865.0,9.6,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,2.2,0.3,2.5,57.0,25.0,89.0,0.1,0.0,0.1,0.1,0.1,0.31,0.03,0.34,0.23,0.26,33.0,8.0,24.2,3.43,0.83,0.03,0.13,17.8,0.0,0.07,-2.0,-1.2,232.0,353.0,65.7,2777.0,769.0,159.0,204.0,77.9,51.0,77.0,66.2,5.0,17.0,29.4,0.5,-0.3,4.0,11.0,9.0,1.0,340.0,11.0,3.0,2.0,33.0,5.0,3.0,1.0,1.0,0.0,2.0,20.0,20.0,2.08,12.0,1.0,3.0,3.0,0.0,2.0,0.21,1.0,1.0,0.0,0.0,0.0,0.0,17.0,14.0,7.0,5.0,5.0,4.0,28.6,10.0,10.0,5.0,22.0,5.0,0.0,518.0,7.0,60.0,21.0,42.0,23.0,46.0,300.0,35.0,29.0,31.0,377.0,9000000.0,Real Betis
Abde Ezzalzouli,2425,Morocco,"FW,MF",Left Winger,22,32,23,1984.0,22.0,2.0,2.0,4.0,2.0,0.0,1.0,2.0,0.0,8.0,7.2,2.0,9.3,117.0,68.0,215.0,0.09,0.09,0.18,0.09,0.18,0.36,0.09,0.46,0.33,0.42,61.0,25.0,41.0,2.77,1.13,0.03,0.08,15.6,1.0,0.12,-6.0,-5.2,542.0,757.0,71.6,6695.0,1928.0,373.0,454.0,82.2,131.0,191.0,68.6,11.0,37.0,29.7,2.1,0.0,27.0,42.0,19.0,2.0,732.0,23.0,2.0,4.0,49.0,15.0,1.0,0.0,0.0,0.0,2.0,27.0,66.0,2.99,43.0,0.0,10.0,4.0,1.0,7.0,0.32,4.0,0.0,0.0,2.0,1.0,0.0,37.0,25.0,17.0,16.0,4.0,15.0,55.6,12.0,19.0,7.0,44.0,19.0,0.0,1081.0,10.0,151.0,46.0,44.7,37.0,35.9,706.0,58.0,64.0,50.0,797.0,12000000.0,Real Betis
Abner,2223,Brazil,DF,Left-Back,22,13,7,607.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.7,1.7,0.1,1.8,8.0,16.0,25.0,0.0,0.0,0.0,0.0,0.0,0.25,0.02,0.27,0.25,0.27,5.0,1.0,20.0,0.74,0.15,0.0,0.0,13.6,0.0,0.34,-1.7,-1.7,252.0,351.0,71.8,3886.0,1578.0,130.0,149.0,87.2,94.0,134.0,70.1,16.0,42.0,38.1,0.5,-0.1,2.0,18.0,3.0,1.0,275.0,75.0,0.0,2.0,13.0,74.0,0.0,0.0,0.0,0.0,1.0,15.0,8.0,1.18,5.0,1.0,1.0,0.0,0.0,1.0,0.15,1.0,0.0,0.0,0.0,0.0,0.0,12.0,9.0,9.0,2.0,1.0,7.0,43.8,9.0,6.0,8.0,20.0,24.0,0.0,425.0,25.0,11.0,3.0,30.0,7.0,70.0,203.0,4.0,10.0,4.0,232.0,7000000.0,Real Betis
Abner,2324,Brazil,DF,Left-Back,23,23,15,1400.0,15.6,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,1.0,1.1,14.0,33.0,58.0,0.0,0.06,0.06,0.0,0.06,0.01,0.06,0.07,0.01,0.07,4.0,0.0,0.0,0.26,0.0,0.0,,15.4,0.0,0.03,-0.1,-0.1,615.0,797.0,77.2,9211.0,4552.0,351.0,394.0,89.1,203.0,265.0,76.6,37.0,79.0,46.8,1.0,0.0,8.0,20.0,7.0,2.0,628.0,165.0,0.0,3.0,26.0,158.0,0.0,0.0,0.0,0.0,4.0,23.0,14.0,0.9,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,19.0,15.0,9.0,1.0,17.0,50.0,17.0,18.0,15.0,40.0,62.0,0.0,966.0,72.0,28.0,7.0,53.8,5.0,38.5,447.0,5.0,18.0,11.0,502.0,7000000.0,Real Betis
